"table_name","column_name"
ledger_interest_parameters,calculate_interest_transaction_by_transaction
ledger_interest_parameters,override_parameters_for_each_transaction
ledger_interest_parameters,override_advanced_parameters
ledger_interest_parameters,include_transaction_date_for_interest_cal_for_amt_added
ledger_interest_parameters,include_transaction_date_for_interest_cal_for_amt_deducted
ledger_interest_parameters,calculate_interest_based_on
ledger_interest_parameters,status
ledger_interest_parameters_rate_details,ledger_interest_parameters_rate_detail_id
ledger_interest_parameters_rate_details,ledger_interest_parameter_id
ledger_interest_parameters_rate_details,organization_id
ledger_interest_parameters_rate_details,rate
ledger_interest_parameters_rate_details,per
ledger_interest_parameters_rate_details,on
ledger_interest_parameters_rate_details,applicability
ledger_interest_parameters_rate_details,calculate_from
ledger_interest_parameters_rate_details,limit
ledger_interest_parameters_rate_details,applicable_from
ledger_interest_parameters_rate_details,applicable_to
ledger_interest_parameters_rate_details,rounding
ledger_interest_parameters_rate_details,status
ledger_inventory_values_configurations,ledger_inventory_values_configuration_id
ledger_inventory_values_configurations,ledger_id
ledger_inventory_values_configurations,organization_id
ledger_inventory_values_configurations,maintain_balances_bill_by_bill
ledger_inventory_values_configurations,default_credit_period
ledger_inventory_values_configurations,inventory_values_are_affected
ledger_itc_details,ledger_itc_detail_id
ledger_itc_details,ledger_id
ledger_itc_details,organization_id
ledger_itc_details,ref_name
ledger_itc_details,party_ledger_id
ledger_itc_details,voucher_date
ledger_itc_details,voucher_no
ledger_itc_details,supplier_invoice_no
ledger_itc_details,supplier_invoice_date
ledger_itc_details,commodity_name
ledger_itc_details,commodity_code
ledger_itc_details,asessable_value
ledger_itc_details,rate
ledger_itc_details,vat_amount_claimable
ledger_itc_details,status
ledger_mailing_details,ledger_mailing_detail_id
ledger_mailing_details,ledger_id
ledger_mailing_details,organization_id
ledger_mailing_details,name
ledger_mailing_details,address
ledger_mailing_details,country
ledger_mailing_details,state
ledger_mailing_details,pincode
ledger_mailing_details,mobile_number
ledger_mailing_details,attention
ledger_mailing_details,city
ledger_mailing_details,fax_no
ledger_mailing_details,address_type
ledger_mailing_details,same_as_billing
ledger_mailing_details,status
ledger_mailing_excise_details,ledger_mailing_excise_detail_id
ledger_mailing_excise_details,ledger_mailing_detail_id
ledger_mailing_excise_details,organization_id
ledger_mailing_excise_details,ledger_id
ledger_mailing_excise_details,default_nature_of_purchase
ledger_mailing_excise_details,ecc_number
ledger_mailing_excise_details,importer_ecc_no
ledger_mailing_excise_details,iec_number
ledger_mailing_excise_details,notification_type
ledger_mailing_excise_details,notification_number
ledger_mailing_excise_details,notification_sno
ledger_mailing_excise_details,status
ledger_mailing_excise_jurisdiction_details,ledger_mailing_excise_jurisdiction_detail_id
ledger_mailing_excise_jurisdiction_details,ledger_mailing_excise_detail_id
ledger_mailing_excise_jurisdiction_details,organization_id
ledger_mailing_excise_jurisdiction_details,applicable_from
ledger_mailing_excise_jurisdiction_details,range
